X,loan_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,rate
1897208,35000,35000, 36 months,14.52%,1205.08,C,C3,Owner,RENT,180000,Verified,Jun-18,Current,n,,debt_consolidation,Debt consolidation,972xx,OR,14.9,0.1452
1258557,28500,28400, 36 months,19.99%,1059.02,D,D4,DCS Technician,RENT,57000,Verified,Nov-16,Fully Paid,n,,debt_consolidation,Debt consolidation,606xx,IL,24.46,0.1999
124293,30000,30000, 60 months,17.77%,758.06,D,D1,Time Inc.,RENT,74000,Verified,Jun-13,Fully Paid,n,,debt_consolidation,Loan,104xx,NY,13.42,0.1777
365517,9900,9900, 36 months,18.24%,359.11,D,D5,Graphic Design,MORTGAGE,75000,Verified,Jun-14,Charged Off,n,,home_improvement,Home improvement,928xx,CA,5.76,0.1824
494466,25000,25000, 60 months,14.48%,587.95,C,C5,Director ,MORTGAGE,110000,Verified,Dec-15,Fully Paid,n,,debt_consolidation,Debt consolidation,660xx,KS,25.98,0.1448
1077961,40000,40000, 60 months,10.75%,864.72,B,B4,National Technical Channel Manager,MORTGAGE,182000,Source Verified,May-16,Current,n,,debt_consolidation,Debt consolidation,277xx,NC,25.93,0.1075
666971,1675,1675, 36 months,12.29%,55.87,C,C1,Coding Analyst Educator,RENT,84000,Source Verified,Jul-15,Charged Off,n,,debt_consolidation,Debt consolidation,945xx,CA,9.01,0.1229
271363,29000,29000, 36 months,11.67%,958.66,B,B4,Superintent,OWN,89000,Not Verified,Oct-14,Charged Off,n,,debt_consolidation,Debt consolidation,210xx,MD,19.43,0.1167
72462,10000,10000, 36 months,12.99%,336.9,B,B4,Financial Analyst,RENT,52000,Verified,Oct-13,Fully Paid,n,,debt_consolidation,Personal Fund,200xx,DC,8.36,0.1299
1499349,7200,7200, 36 months,15.99%,253.1,C,C5,Program Director,RENT,45000,Source Verified,Apr-17,Fully Paid,n,,other,Other,104xx,NY,3.71,0.1599
961450,20000,20000, 60 months,21.18%,543.1,E,E3,IT Project Manager,MORTGAGE,96000,Source Verified,Feb-16,Fully Paid,n,,home_improvement,Home improvement,297xx,SC,10.14,0.2118
1674063,10000,9750, 36 months,7.97%,313.23,A,A5,MANAGER,OWN,80000,Not Verified,Dec-17,Fully Paid,n,,credit_card,Credit card refinancing,142xx,NY,8.12,0.0797
970753,16000,16000, 36 months,16.29%,564.81,D,D1,info tech manager III,MORTGAGE,82000,Verified,Feb-16,Fully Paid,n,,credit_card,Credit card refinancing,033xx,NH,20.46,0.1629
1629028,2400,2400, 36 months,9.44%,76.82,B,B1,Customs and Border Protection Officer,MORTGAGE,110000,Not Verified,Jul-17,Current,n,,other,Other,941xx,CA,9.52,0.0944
1913774,6000,6000, 36 months,11.05%,196.58,B,B4,Teacher,RENT,69500,Source Verified,Jun-18,Current,n,,other,Other,967xx,HI,14.48,0.1105
933586,6975,6875, 36 months,23.13%,270.48,F,F1,Special projects,OWN,31000,Source Verified,Mar-16,Current,n,,debt_consolidation,Debt consolidation,295xx,SC,30.2,0.2313
1008204,20000,20000, 36 months,9.80%,643.47,B,B3,Server ,RENT,72000,Source Verified,Jan-16,Fully Paid,n,,other,Other,900xx,CA,17.87,0.098
813046,4000,4000, 36 months,13.99%,136.7,C,C4,Medical Records Technician,RENT,60000,Not Verified,Mar-15,Fully Paid,n,,medical,Medical expenses,945xx,CA,21.46,0.1399
1533190,3000,3000, 36 months,7.97%,93.97,A,A5,Avionics technician ,OWN,22000,Not Verified,Sep-17,Fully Paid,n,,debt_consolidation,Debt consolidation,124xx,NY,29.68,0.0797
1486499,12600,12600, 60 months,13.99%,293.12,C,C3,Manager,RENT,55000,Not Verified,May-17,Fully Paid,n,,debt_consolidation,Debt consolidation,151xx,PA,27.58,0.1399
1607208,5000,5000, 36 months,10.91%,163.49,B,B4,Accounts Payable,RENT,56000,Source Verified,Jul-17,Fully Paid,n,,credit_card,Credit card refinancing,907xx,CA,15.47,0.1091
997323,18000,18000, 36 months,6.99%,555.71,A,A3,Associate Professor,MORTGAGE,90000,Not Verified,Jan-16,Fully Paid,n,,debt_consolidation,Debt consolidation,287xx,NC,8.67,0.0699
192815,9600,9600, 36 months,10.16%,310.49,B,B1,Sears Holdings Corportation,MORTGAGE,65814,Source Verified,Oct-12,Fully Paid,n,  Borrower added on 10/06/12 > I'm currently paying 29% interest on some credit card debt.  With the loan that I'm requesting I will be paying lower monthly payments and will pay off the loan in 3 years rather than 20 years.  I have never missed a payment<br>,credit_card,Stable Borrower,852xx,AZ,18.94,0.1016
841999,4800,4800, 36 months,7.89%,150.18,A,A5,Water Engineer,RENT,59000,Verified,Feb-15,Charged Off,n,,debt_consolidation,Debt consolidation,928xx,CA,17.47,0.0789
623771,10000,10000, 36 months,9.17%,318.79,B,B2,driver,RENT,89000,Verified,Sep-15,Fully Paid,n,,debt_consolidation,Debt consolidation,077xx,NJ,20.87,0.0917
2015401,10000,10000, 36 months,18.94%,366.26,D,D2,Assistant Director Corpotare Giving,MORTGAGE,80000,Source Verified,Sep-18,Current,n,,debt_consolidation,Debt consolidation,063xx,CT,17.89,0.1894
1814558,30000,30000, 60 months,14.08%,699.3,C,C3,,OWN,72000,Source Verified,Feb-18,Late (16-30 days),n,,debt_consolidation,Debt consolidation,360xx,AL,21.6,0.1408
1255726,5025,5025, 36 months,13.49%,170.51,C,C2,Mill Operator,MORTGAGE,42000,Not Verified,Nov-16,Current,n,,home_improvement,Home improvement,684xx,NE,31.03,0.1349
152699,12000,11925, 60 months,19.72%,316.06,D,D5,"Victor Grazi, Andrew Kramer, Jonathan La",RENT,52500,Verified,Apr-13,Fully Paid,n,,debt_consolidation,Debt Payment,104xx,NY,9.26,0.1972
1820139,40000,40000, 60 months,14.08%,932.39,C,C3,Director of Operations,MORTGAGE,92000,Source Verified,Feb-18,Current,n,,debt_consolidation,Debt consolidation,662xx,KS,18.21,0.1408
1131257,12800,12800, 60 months,10.99%,278.24,B,B4,Analyst,OWN,70000,Not Verified,Sep-16,Fully Paid,n,,debt_consolidation,Debt consolidation,207xx,MD,30.16,0.1099
659267,30000,30000, 36 months,12.69%,1006.35,C,C2,Engineer,MORTGAGE,130000,Source Verified,Aug-15,Charged Off,n,,home_improvement,Home improvement,143xx,NY,9.09,0.1269
1955243,30000,30000, 36 months,16.01%,1054.86,C,C5,Financial Analyst,MORTGAGE,135000,Verified,May-18,Current,n,,debt_consolidation,Debt consolidation,775xx,TX,36.07,0.1601
1739378,16000,16000, 60 months,13.59%,368.9,C,C2,Risk Underwriter,OWN,65000,Verified,Oct-17,Current,n,,debt_consolidation,Debt consolidation,028xx,RI,39.72,0.1359
2051689,20000,20000, 36 months,16.91%,712.16,C,C5,Electrician ,MORTGAGE,125000,Source Verified,Aug-18,Current,n,,debt_consolidation,Debt consolidation,230xx,VA,25.66,0.1691
622498,20000,20000, 36 months,13.99%,683.46,C,C4,Guidance Counselor,RENT,73000,Verified,Sep-15,Fully Paid,n,,debt_consolidation,Debt consolidation,641xx,MO,20.97,0.1399
731789,20000,20000, 36 months,17.57%,718.75,D,D4,Grants/Contracts Manager,MORTGAGE,60000,Verified,May-15,Fully Paid,n,,debt_consolidation,Debt consolidation,652xx,MO,33.9,0.1757
666008,7000,7000, 36 months,8.18%,219.94,B,B1,Fraud Analyst,MORTGAGE,40000,Not Verified,Jul-15,Fully Paid,n,,car,Car financing,917xx,CA,17.64,0.0818
1095508,39000,39000, 60 months,8.39%,798.08,B,B1,Director,MORTGAGE,113000,Source Verified,May-16,Current,n,,credit_card,Credit card refinancing,494xx,MI,21.91,0.0839
556961,15000,15000, 36 months,5.32%,451.73,A,A1,Physical Thera8,RENT,62000,Not Verified,Oct-15,Fully Paid,n,,debt_consolidation,Debt consolidation,787xx,TX,24.76,0.0532
1810856,15000,15000, 60 months,9.92%,318.12,B,B2,Owner,MORTGAGE,72000,Not Verified,Feb-18,Fully Paid,n,,debt_consolidation,Debt consolidation,012xx,MA,17.7,0.0992
108078,11575,11575, 36 months,18.85%,423.42,D,D3,trader joe's ,RENT,35000,Verified,Aug-13,Charged Off,n,,debt_consolidation,personal ,945xx,CA,30.93,0.1885
1920122,4500,4500, 36 months,13.06%,151.76,C,C1,Bookkeeper,MORTGAGE,65000,Source Verified,May-18,Current,n,,debt_consolidation,Debt consolidation,101xx,NY,6.5,0.1306
505521,3500,3500, 36 months,17.57%,125.78,D,D4,Reimbursment Officer,MORTGAGE,48000,Verified,Dec-15,Fully Paid,n,,other,Other,625xx,IL,38.58,0.1757
106218,12000,12000, 60 months,10.64%,258.76,B,B2,UCDavis Health Systems,MORTGAGE,110000,Verified,Aug-13,Fully Paid,n,,credit_card,credit card consolidation,956xx,CA,31.05,0.1064
403584,10500,10500, 36 months,19.47%,387.39,D,D5,Deputy Sheriff,MORTGAGE,78000,Not Verified,Apr-14,Fully Paid,n,,debt_consolidation,Debt consolidation,481xx,MI,20.05,0.1947
490484,8550,8550, 36 months,14.48%,294.22,C,C5,Saw Recorder,RENT,95000,Source Verified,Dec-15,Fully Paid,n,,debt_consolidation,Debt consolidation,724xx,AR,5.98,0.1448
802867,31825,31825, 36 months,17.57%,1143.7,D,D4,Associate Staff Analyst,RENT,69200,Verified,Mar-15,Fully Paid,n,,debt_consolidation,Debt consolidation,112xx,NY,20.81,0.1757
373072,2600,2600, 36 months,11.67%,85.95,B,B4,Plan Administrator,RENT,45000,Not Verified,Jun-14,Fully Paid,n,,debt_consolidation,Debt consolidation,972xx,OR,24.91,0.1167
140899,30000,29975, 60 months,16.29%,734.18,C,C4,HomeSite Group,MORTGAGE,100005,Verified,May-13,Fully Paid,n,  Borrower added on 05/03/13 > Sebt consilidatn for revolving credit<br><br> Borrower added on 05/03/13 > For debt consolidation - Want to consolidate all rev. Credit items on Credit report execpt Cap. One - I Will pay that off<br>,debt_consolidation,Debt Conslsd,021xx,MA,5.84,0.1629
1355871,14000,14000, 60 months,14.99%,332.99,C,C4,,RENT,42655.65,Source Verified,Mar-17,Current,n,,credit_card,Credit card refinancing,035xx,NH,21.89,0.1499
270258,9000,9000, 36 months,14.99%,311.95,C,C5,Owner,MORTGAGE,84000,Verified,Oct-14,Fully Paid,n,,debt_consolidation,Debt consolidation,440xx,OH,9,0.1499
154972,4000,4000, 36 months,14.33%,137.36,C,C1,"Burk-Kleinpeter, Inc.",RENT,44260,Not Verified,Mar-13,Fully Paid,n,,debt_consolidation,Debt consolidation,701xx,LA,18.79,0.1433
1636146,10000,10000, 60 months,16.02%,243.29,C,C5,Private Care Giver,RENT,43000,Source Verified,Jul-17,Current,n,,debt_consolidation,Debt consolidation,945xx,CA,16.3,0.1602
747371,35000,35000, 36 months,7.89%,1095,A,A5,,MORTGAGE,91600,Source Verified,Jun-15,Fully Paid,n,,credit_card,Credit card refinancing,953xx,CA,8.46,0.0789
581870,21000,21000, 36 months,12.69%,704.45,C,C2,Associate Governmental Program Analyst,MORTGAGE,62500,Source Verified,Oct-15,Fully Paid,n,,debt_consolidation,Debt consolidation,958xx,CA,5.26,0.1269
1441088,35000,35000, 60 months,15.05%,833.57,C,C4,District Manager,MORTGAGE,102000,Source Verified,Jun-17,Current,n,,debt_consolidation,Debt consolidation,435xx,OH,24.15,0.1505
259759,25000,25000, 60 months,17.86%,632.94,D,D5,teacher,MORTGAGE,78000,Verified,Nov-14,Fully Paid,n,,credit_card,Credit card refinancing,446xx,OH,29.89,0.1786
1463553,15000,15000, 60 months,16.02%,364.94,C,C5,Mortgage Loan Officer,RENT,70000,Verified,May-17,Fully Paid,n,,credit_card,Credit card refinancing,582xx,ND,21.02,0.1602
1744167,15000,15000, 36 months,7.97%,469.84,A,A5,Director of housekeeping,MORTGAGE,92000,Not Verified,Oct-17,Current,n,,credit_card,Credit card refinancing,928xx,CA,17.4,0.0797
1862322,3000,3000, 36 months,22.91%,115.99,E,E1,,RENT,18000,Not Verified,Jan-18,Current,n,,major_purchase,Major purchase,338xx,FL,36.53,0.2291
1146217,7000,7000, 36 months,12.79%,235.16,C,C1,underwriter ,MORTGAGE,92000,Source Verified,Sep-16,Fully Paid,n,,debt_consolidation,Debt consolidation,800xx,CO,3.84,0.1279
105999,8500,8500, 36 months,16.78%,302.12,C,C5,,RENT,24490,Verified,Aug-13,Fully Paid,n,  Borrower added on 08/01/13 > the credit cards interest are to high<br>,credit_card,credit card refinancing,113xx,NY,20.87,0.1678
1521221,24000,24000, 60 months,12.74%,542.89,C,C1,Manager,MORTGAGE,70000,Verified,Apr-17,Fully Paid,n,,debt_consolidation,Debt consolidation,441xx,OH,22.56,0.1274
341051,10200,10200, 36 months,10.99%,333.89,B,B3,Marketing Analyst,RENT,35000,Not Verified,Jul-14,Charged Off,n,,debt_consolidation,Debt consolidation,113xx,NY,21.43,0.1099
312817,11975,11975, 60 months,18.24%,305.66,D,D5,Pharmacist,MORTGAGE,141000,Not Verified,Sep-14,Fully Paid,n,,debt_consolidation,Debt consolidation,300xx,GA,6.56,0.1824
1171351,6500,6500, 36 months,8.99%,206.67,B,B1,Consultant,MORTGAGE,105000,Source Verified,Aug-16,Charged Off,n,,home_improvement,Home improvement,551xx,MN,9.68,0.0899
442434,9600,9600, 36 months,13.65%,326.48,C,C1,Supervisor,RENT,33000,Not Verified,Feb-14,Fully Paid,n,  Borrower added on 02/15/14 > Debt Consolidation<br>,debt_consolidation,Debt consolidation,296xx,SC,14.44,0.1365
1780312,10000,10000, 36 months,10.90%,326.92,B,B4,Stylist,RENT,28000,Source Verified,Mar-18,Current,n,,major_purchase,Major purchase,272xx,NC,20.16,0.109
1148287,25000,25000, 60 months,19.99%,662.21,D,D4,Principal,OWN,104000,Not Verified,Aug-16,Current,n,,debt_consolidation,Debt consolidation,751xx,TX,15.12,0.1999
709835,17000,17000, 60 months,13.99%,395.48,C,C4,RF TECHNICIAN,RENT,46000,Source Verified,Jun-15,Fully Paid,n,,other,Other,916xx,CA,10.52,0.1399
602895,20000,20000, 36 months,16.55%,708.59,D,D2,Wealth Advisor/Financial Consultant ,MORTGAGE,175000,Verified,Sep-15,Charged Off,n,,debt_consolidation,Debt consolidation,391xx,MS,11.9,0.1655
754341,7350,7350, 36 months,17.86%,265.21,D,D5,Account Manager,RENT,42500,Verified,May-15,Fully Paid,n,,other,Other,114xx,NY,23.02,0.1786
1397417,8000,8000, 36 months,15.99%,281.22,C,C5,Millwright,MORTGAGE,80000,Source Verified,Jan-17,Fully Paid,n,,other,Other,960xx,CA,0,0.1599
763406,7950,7950, 36 months,16.55%,281.67,D,D2,"Supervisor, Medical Technician",MORTGAGE,47487,Source Verified,Apr-15,Fully Paid,n,,debt_consolidation,Debt consolidation,335xx,FL,22.96,0.1655
595571,13000,12900, 36 months,13.33%,440.1,C,C3,Service Desk Tech II,MORTGAGE,53940,Verified,Oct-15,Fully Paid,n,,debt_consolidation,Debt consolidation,216xx,MD,30.39,0.1333
860660,4450,4450, 36 months,17.14%,158.97,D,D4,Manager,RENT,48000,Verified,Feb-15,Fully Paid,n,,debt_consolidation,Debt consolidation,329xx,FL,5.51,0.1714
422509,15000,14900, 36 months,12.99%,505.34,B,B5,Director,MORTGAGE,118800,Source Verified,Mar-14,Fully Paid,n,,debt_consolidation,Debt consolidation,957xx,CA,15.35,0.1299
2110095,24000,24000, 36 months,13.06%,809.35,C,C1,Manager,MORTGAGE,30000,Source Verified,Jul-18,Current,n,,major_purchase,Major purchase,029xx,RI,5.8,0.1306
1343623,14000,14000, 60 months,16.99%,347.87,D,D1,Clinician,MORTGAGE,51300,Verified,Mar-17,Fully Paid,n,,debt_consolidation,Debt consolidation,836xx,ID,37.73,0.1699
2097888,10000,10000, 36 months,22.35%,383.72,D,D5,Mechanic ,RENT,25000,Verified,Jul-18,Current,n,,other,Other,921xx,CA,6.96,0.2235
1205651,5000,5000, 36 months,8.99%,158.98,B,B1,Inspector,OWN,50000,Not Verified,Jul-16,Current,n,,debt_consolidation,Debt consolidation,330xx,FL,23.67,0.0899
251052,24000,24000, 60 months,14.99%,570.84,C,C5,Director of Distribution Operations,RENT,105000,Source Verified,Nov-14,Fully Paid,n,,debt_consolidation,Debt consolidation,809xx,CO,16.37,0.1499
2091586,3000,3000, 36 months,19.92%,111.37,D,D3,Administrative Assistant II,RENT,35880,Not Verified,Jul-18,Current,n,,vacation,Vacation,853xx,AZ,1.54,0.1992
1921581,5000,5000, 36 months,19.42%,184.35,D,D3,Foreman,RENT,75000,Not Verified,May-18,Current,n,,debt_consolidation,Debt consolidation,241xx,VA,10.38,0.1942
1101733,2000,2000, 36 months,5.32%,60.23,A,A1,,MORTGAGE,60000,Not Verified,Apr-16,Fully Paid,n,,home_improvement,Home improvement,894xx,NV,14.98,0.0532
738914,16000,16000, 36 months,12.69%,536.72,C,C2,laborer,MORTGAGE,58000,Not Verified,May-15,Fully Paid,n,,debt_consolidation,Debt consolidation,469xx,IN,16.28,0.1269
643770,11000,11000, 60 months,10.99%,239.12,B,B4,Sales Merchandiser,MORTGAGE,33000,Verified,Aug-15,Fully Paid,n,,car,Car financing,067xx,CT,0.91,0.1099
295672,20000,20000, 36 months,6.49%,612.89,A,A2,Law Enforcement,RENT,98000,Source Verified,Oct-14,Fully Paid,n,,debt_consolidation,Debt consolidation,920xx,CA,23.05,0.0649
1344290,28000,28000, 60 months,13.99%,651.37,C,C3,Director of Veteran Services,MORTGAGE,124000,Source Verified,Mar-17,Current,n,,debt_consolidation,Debt consolidation,891xx,NV,12.85,0.1399
741995,5825,5825, 36 months,16.55%,206.38,D,D2,Information Resource Consultant II,MORTGAGE,38500,Not Verified,May-15,Fully Paid,n,,home_improvement,Home improvement,292xx,SC,5.24,0.1655
855663,5000,5000, 36 months,13.66%,170.07,C,C3,Curriculum Developer,MORTGAGE,67900,Source Verified,Jan-15,Fully Paid,n,,debt_consolidation,Debt consolidation,630xx,MO,7.02,0.1366
323487,12000,12000, 60 months,18.24%,306.3,D,D5,Supervisor,RENT,30000,Source Verified,Aug-14,Current,n,,debt_consolidation,Debt consolidation,902xx,CA,11.76,0.1824
497746,14000,13750, 36 months,6.89%,431.58,A,A3,Commercial Lines Territory Manager,RENT,1.00E+05,Source Verified,Dec-15,Fully Paid,n,,credit_card,Credit card refinancing,980xx,WA,2.13,0.0689
616077,5000,5000, 36 months,13.33%,169.27,C,C3,OPERATOR,RENT,32281.6,Source Verified,Sep-15,Fully Paid,n,,debt_consolidation,Debt consolidation,800xx,CO,7.43,0.1333
2084262,20000,20000, 36 months,7.21%,619.47,A,A3,Insurance Representative,MORTGAGE,50000,Verified,Aug-18,Current,n,,debt_consolidation,Debt consolidation,488xx,MI,25.78,0.0721
790664,24000,24000, 60 months,13.33%,550.14,C,C3,Chairman,MORTGAGE,80000,Source Verified,Apr-15,Current,n,,debt_consolidation,Debt consolidation,357xx,AL,15.25,0.1333
841290,20675,20675, 60 months,25.80%,616.58,G,G1,Sales Executive ,RENT,75000,Verified,Feb-15,Charged Off,n,,debt_consolidation,Debt consolidation,070xx,NJ,23.9,0.258
1635730,1000,1000, 36 months,13.59%,33.98,C,C2,Assistant Manager,RENT,25920,Source Verified,Jul-17,Fully Paid,n,,debt_consolidation,Debt consolidation,609xx,IL,21.11,0.1359
437241,21000,21000, 60 months,18.92%,543.83,D,D4,Chief of Business Development,RENT,180000,Not Verified,Feb-14,Current,n,,debt_consolidation,Debt consolidation,921xx,CA,24.42,0.1892
820521,12000,12000, 60 months,19.52%,314.74,E,E3,Electronic Broking Market Administrator,RENT,60000,Verified,Mar-15,Fully Paid,n,,debt_consolidation,Debt consolidation,100xx,NY,2.08,0.1952
1153195,28000,28000, 36 months,5.32%,843.22,A,A1,Intelligence Analyst,MORTGAGE,137000,Source Verified,Aug-16,Fully Paid,n,,debt_consolidation,,871xx,NM,5.34,0.0532
757448,28200,28200, 36 months,14.65%,972.74,C,C5,Project Manager,MORTGAGE,93000,Verified,May-15,Fully Paid,n,,debt_consolidation,Debt consolidation,263xx,WV,26.54,0.1465
1526590,7000,7000, 36 months,10.42%,227.26,B,B3,warehouse,RENT,45000,Verified,Sep-17,Current,n,,home_improvement,Home improvement,109xx,NY,8.16,0.1042
1118247,14400,14400, 36 months,11.47%,474.65,B,B5,Driver/safety trainer,MORTGAGE,54000,Verified,Apr-16,Current,n,,debt_consolidation,Debt consolidation,750xx,TX,25.29,0.1147
485663,35000,34950, 60 months,11.99%,778.38,C,C1,Software Engineer Manager,MORTGAGE,95000,Source Verified,Dec-15,Fully Paid,n,,debt_consolidation,Debt consolidation,452xx,OH,11.89,0.1199
1216668,14000,14000, 36 months,10.99%,458.28,B,B4,Project Engineer,RENT,82200,Source Verified,Jul-16,Fully Paid,n,,debt_consolidation,Debt consolidation,970xx,OR,25.27,0.1099
1461902,28000,28000, 60 months,9.44%,587.24,B,B1,Registered Nurse,MORTGAGE,129000,Verified,May-17,Current,n,,home_improvement,Home improvement,212xx,MD,11.28,0.0944
1575120,20000,20000, 60 months,11.99%,444.79,B,B5,First Officer ,MORTGAGE,45000,Not Verified,Aug-17,Current,n,,home_improvement,Home improvement,321xx,FL,10.64,0.1199
172778,12000,12000, 36 months,12.12%,399.26,B,B3,H&K International,MORTGAGE,47000,Not Verified,Jan-13,Fully Paid,n,,debt_consolidation,Consolidation 2013,750xx,TX,9.7,0.1212
202483,4750,4750, 36 months,18.49%,172.9,D,D2,divine home care company,MORTGAGE,19000,Not Verified,Sep-12,Fully Paid,n,,credit_card,credits card payoff,553xx,MN,7.39,0.1849
423847,19000,19000, 36 months,10.99%,621.95,B,B2,Sales Associate,MORTGAGE,60800,Source Verified,Mar-14,Fully Paid,n,,credit_card,Credit card refinancing,550xx,MN,10.74,0.1099
1915680,4000,4000, 36 months,19.42%,147.48,D,D3,Tso,MORTGAGE,35000,Source Verified,May-18,Current,n,,other,Other,990xx,WA,31.72,0.1942
52395,14000,14000, 36 months,10.99%,458.28,B,B2,Assistant Vice President,MORTGAGE,85000,Not Verified,Dec-13,Fully Paid,n,,debt_consolidation,Credit Card Consolidation,465xx,IN,11.11,0.1099
1054150,13200,13200, 36 months,15.31%,459.59,C,C5,Registered Nurse,MORTGAGE,62000,Source Verified,Jun-16,Charged Off,n,,debt_consolidation,Debt consolidation,486xx,MI,28.71,0.1531
72057,19600,19600, 36 months,9.99%,632.35,B,B1,Family Nurse Practitioner,MORTGAGE,110000,Source Verified,Nov-13,Fully Paid,n,  Borrower added on 10/22/13 > Need to consolidate high interest credit cards and current loan for air conditioning/heating system for home<br>,debt_consolidation,home,257xx,WV,14.24,0.0999
1146708,8100,8100, 36 months,10.49%,263.24,B,B3,It manager,MORTGAGE,125000,Not Verified,Sep-16,Current,n,,car,Car financing,206xx,MD,2.15,0.1049
